B435,eB435,V606,eV606,I814,eI814,Y105,eY105,J125,eJ125,JH140,eJH140,H160,eH160,bright_mag,bright_magerr,stel,fwhm,area,zmax,label
99.0,28.588,30.5019,1.7867,29.6169,1.1682,26.6722,0.2058,26.2437,0.2481,26.1232,0.1917,26.2249,0.1612,26.3562,27.9086,0.0,0.501,44.0,7.058,spike
99.0,28.4551,30.5514,1.9023,99.0,28.8329,26.1639,0.1498,26.2972,0.2879,26.132,0.2147,26.1707,0.1741,26.3377,28.2387,0.0,0.847,64.0,6.96,spike
99.0,28.6206,28.0204,0.3777,27.8487,0.3372,26.4394,0.1651,26.7841,0.3735,26.35,0.2246,26.1529,0.1298,26.3003,28.3937,0.0,0.637,34.0,5.987,spike
29.7142,0.966,28.8967,0.4072,31.0938,1.6411,27.6596,0.2459,27.265,0.3052,27.2327,0.253,27.8197,0.2804,27.5631,28.6853,0.06,0.383,13.0,6.611,spike
99.0,28.18,28.0059,0.5126,29.621,1.4328,25.5938,0.1151,25.41,0.1727,25.6292,0.1757,25.1726,0.0803,25.2593,27.9602,0.0,1.237,97.0,6.833,spike
99.0,28.3852,27.5948,0.3189,28.8936,0.8262,25.9048,0.1253,25.9399,0.2238,25.5268,0.1345,25.4965,0.0877,25.5919,28.1845,0.0,0.788,73.0,6.669,spike
99.0,28.5113,27.4933,0.2707,28.139,0.4544,26.0623,0.1316,25.8408,0.1885,25.543,0.1253,25.7405,0.099,25.6846,27.8241,0.0,0.673,36.0,6.367,spike
28.2373,0.487,99.0,29.1962,31.3508,2.3224,27.7264,0.4028,26.9865,0.3774,27.5786,0.5105,27.4598,0.3303,27.5698,27.9396,0.0,0.448,18.0,6.658,spike
28.8007,0.7897,99.0,29.054,27.9777,0.355,26.8782,0.2214,26.755,0.3401,28.1167,0.7922,26.9187,0.2297,27.1566,28.4919,0.0,0.581,26.0,6.1,not_spike
28.7456,0.6492,99.0,29.2956,28.1199,0.3288,27.9702,0.4424,26.9478,0.333,27.1946,0.347,27.7294,0.3695,27.4305,28.0604,0.0,0.617,26.0,5.235,not_spike
28.0857,0.6423,99.0,28.6653,27.102,0.2443,25.9243,0.1433,25.6382,0.197,25.6945,0.1752,25.6816,0.1158,25.8113,28.053,0.0,0.625,37.0,5.885,spike
99.0,28.6292,99.0,29.0076,99.0,28.9483,26.2892,0.1505,26.8707,0.4161,26.0646,0.185,26.5003,0.1805,26.2877,27.8922,0.0,0.674,35.0,6.96,spike
99.0,29.3066,30.0451,0.9324,99.0,29.6747,29.5522,0.8694,28.0541,0.5198,30.6866,2.0112,27.7681,0.2494,28.0924,29.2381,0.01,0.319,10.0,7.824,not_spike
27.7128,0.3063,99.0,29.304,33.1795,3.9527,27.002,0.2125,27.8255,0.6669,26.9351,0.2941,26.9527,0.2039,27.2039,28.6649,0.0,0.592,27.0,6.83,spike
99.0,28.9045,99.0,29.2318,29.6608,1.009,27.1731,0.2565,27.9195,0.733,27.1831,0.3759,26.7132,0.1762,26.9237,28.5979,0.0,0.621,33.0,6.53,spike
99.0,28.5735,29.3501,0.9895,28.4718,0.5694,26.8419,0.3298,26.6295,0.4002,25.7563,0.1948,25.8606,0.1271,25.9938,27.5229,0.0,0.727,44.0,7.419,spike
29.0567,1.0079,29.3499,0.9942,99.0,28.8828,26.9519,0.2728,26.2824,0.2714,26.7595,0.3374,26.8786,0.2621,26.6451,27.6492,0.0,0.55,25.0,6.96,not_spike
99.0,29.4027,29.1446,0.4952,99.0,29.7049,27.2101,0.2425,27.9523,0.6992,27.1919,0.3492,28.0957,0.5341,27.5227,28.7143,0.76,0.221,15.0,6.83,spike
99.0,29.4259,99.0,29.7277,99.0,29.7101,28.5275,0.4771,27.9667,0.515,28.4628,0.6373,27.7108,0.2532,28.0415,29.1626,0.02,0.309,10.0,6.93,not_spike
31.4738,1.9893,29.3923,0.4745,99.0,30.0039,28.0367,0.2816,99.0,28.8026,32.1408,3.2833,28.3929,0.3521,28.418,29.3579,0.58,0.235,5.0,6.71,not_spike
29.4933,0.8179,99.0,29.7202,99.0,29.7045,28.4537,0.4534,30.0593,1.759,30.4973,1.9757,28.0151,0.3218,28.4746,29.1704,0.0,0.347,11.0,6.249,not_spike
99.0,28.9439,99.0,29.3247,29.4597,0.8214,27.9008,0.3988,27.64,0.5419,27.4492,0.4021,27.2807,0.2489,27.6041,28.7531,0.0,0.597,23.0,6.155,not_spike
99.0,28.9107,28.7247,0.5207,99.0,29.2168,27.676,0.3627,30.0514,2.1819,28.1333,0.7085,27.1277,0.2368,27.4309,28.6606,0.0,0.541,18.0,6.542,not_spike
99.0,28.9432,99.0,29.2868,27.7791,0.2521,27.4482,0.3071,27.084,0.3906,27.3016,0.3925,27.0622,0.2278,27.3509,28.6416,0.0,0.462,20.0,5.182,not_spike
29.5639,1.0108,99.0,29.4479,28.5336,0.4013,28.0516,0.4214,99.0,28.2196,27.7781,0.4857,27.1866,0.2119,27.4502,28.8529,0.0,0.5,17.0,5.268,not_spike
29.9304,1.4386,29.7898,1.1188,27.2504,0.1855,26.311,0.1366,26.1391,0.2043,26.1347,0.174,26.3258,0.1374,26.3419,28.0347,0.01,0.379,38.0,5.74,not_spike
99.0,28.5821,29.32,0.9528,30.1066,1.5176,27.1511,0.2739,26.608,0.3034,26.6111,0.2578,26.8019,0.2049,26.9499,28.0405,0.0,0.541,18.0,6.756,spike
99.0,28.8157,99.0,29.1679,29.138,0.7542,27.7075,0.3503,27.5951,0.5296,26.9658,0.2805,27.0923,0.2137,27.3451,28.2919,0.04,0.489,12.0,6.118,spike
28.7825,0.8242,99.0,29.0207,29.4084,0.984,27.0741,0.2549,27.2934,0.5039,26.8867,0.3174,26.7407,0.1936,26.9765,28.5145,0.0,0.561,18.0,6.372,spike
99.0,29.3133,99.0,29.6292,99.0,29.5194,27.8063,0.306,27.8979,0.5442,28.8582,0.9032,27.6264,0.2675,27.9821,29.0109,0.0,0.414,16.0,6.71,not_spike
31.7489,2.2068,31.3014,1.4742,99.0,30.098,26.638,0.2152,26.9853,0.5261,26.6782,0.3222,26.831,0.2549,26.9067,28.286,0.96,0.127,9.0,6.97,not_spike
28.3101,0.4889,32.0497,2.8633,28.4886,0.447,27.0192,0.2156,26.7586,0.2994,27.2659,0.3807,27.03,0.2177,27.1733,28.0042,0.0,0.635,27.0,6.049,not_spike
-99.0,0.0,-99.0,0.0,-99.0,0.0,21.153,0.009,20.9439,0.0127,20.8688,0.0107,20.7816,0.0067,20.7883,26.3098,0.03,2.456,1046.0,4.51,not_spike
29.6821,1.0264,99.0,29.6224,27.1485,0.1109,26.2449,0.1383,25.9253,0.1845,26.4327,0.2373,25.9976,0.1127,26.1233,28.4006,0.0,0.557,47.0,5.62,not_spike
99.0,30.0315,99.0,30.4761,30.5293,0.8155,27.953,0.2827,26.8989,0.208,28.3355,0.5373,28.8828,0.5762,27.1564,28.5873,0.47,0.195,8.0,6.67,not_spike
28.5903,0.5332,99.0,29.5563,-99.0,0.0,28.2674,0.4339,27.4192,0.3714,27.5074,0.3409,28.0002,0.3488,27.9881,28.3931,0.0,0.445,14.0,5.56,spike
28.0326,0.5942,99.0,28.7862,99.0,28.7616,26.6779,0.2174,27.0907,0.4986,26.4846,0.2689,26.3041,0.1558,26.4861,28.3332,0.01,0.462,21.0,6.95,spike
28.3074,0.5387,99.0,29.1884,28.5052,0.4784,27.3316,0.2811,27.808,0.6354,27.0191,0.3157,26.995,0.2056,27.2489,28.6972,0.08,0.405,12.0,5.854,spike
27.4395,0.2829,29.1989,0.7399,29.5167,0.9304,26.3014,0.2356,25.7452,0.253,25.6273,0.1969,25.6625,0.1426,25.8267,27.7947,0.0,0.824,56.0,7.33,spike
28.0307,0.511,99.0,29.0007,29.2712,0.907,26.9572,0.2264,27.2585,0.4951,26.6106,0.2486,26.6706,0.1841,26.8924,28.5043,0.03,0.464,14.0,6.385,spike
99.0,29.5461,28.8285,0.378,99.0,29.8149,28.2187,0.3488,28.149,0.5345,28.4182,0.5706,27.6119,0.213,27.8771,29.272,0.65,0.206,9.0,6.837,not_spike
28.2419,0.5731,99.0,29.0728,99.0,29.0423,26.7474,0.2133,26.6446,0.3359,26.9876,0.3741,25.982,0.1131,26.1082,28.3807,0.0,0.698,32.0,7.026,spike
99.0,28.8087,28.5894,0.4852,30.432,1.5434,29.3172,1.2633,26.3969,0.2487,28.5849,1.081,25.8143,0.1012,25.9258,28.3401,0.89,0.349,25.0,11.943,spike
29.5517,0.7157,99.0,30.0424,30.2077,0.8548,27.4642,0.2098,28.006,0.5162,28.5411,0.6604,27.617,0.2325,27.7245,29.1425,0.68,0.106,6.0,6.59,spike
30.3578,1.0673,99.0,30.2322,28.4274,0.1987,27.6677,0.3007,27.6225,0.4954,27.362,0.3432,27.3068,0.2258,27.5922,28.8967,0.11,0.358,14.0,5.615,not_spike
30.0438,0.9103,99.0,30.2052,99.0,30.1662,27.9875,0.379,28.1887,0.7106,29.0373,1.0542,27.5034,0.2823,27.886,28.8215,0.71,0.373,10.0,6.96,spike
99.0,29.5502,30.8004,1.2853,28.7666,0.3351,27.7792,0.2427,28.3811,0.6474,-99.0,0.0,28.1771,0.3405,28.0923,29.2822,0.48,0.199,4.0,5.545,not_spike
29.435,0.8562,29.8835,0.7606,29.5388,0.7802,30.9261,2.1018,27.714,0.3867,27.7945,0.3535,27.8239,0.2478,28.1455,29.3016,0.1,0.367,3.0,8.151,not_spike
99.0,29.2467,99.0,29.8718,29.1984,0.6271,27.8568,0.3845,28.277,0.6767,28.1123,0.5149,27.4172,0.2111,27.6795,29.0878,0.06,0.427,11.0,6.113,not_spike
28.0171,0.2997,99.0,29.9186,99.0,29.4007,28.1933,0.481,27.3301,0.3309,27.3442,0.288,27.5856,0.2322,27.7373,28.6377,0.7,0.348,10.0,7.33,not_spike
29.0208,1.3107,27.4309,0.2882,24.1209,0.0242,22.9785,0.0179,22.7681,0.0216,22.7758,0.0184,22.7263,0.0124,22.7389,27.5761,0.98,0.241,116.0,5.67,not_spike
99.0,28.7238,29.176,0.6867,99.0,28.8392,26.9896,0.3151,27.026,0.431,26.2592,0.1984,26.3436,0.1432,26.5021,28.004,0.0,1.096,18.0,6.247,not_spike
99.0,29.0052,29.2156,0.5771,27.1071,0.1528,26.591,0.1756,26.796,0.2829,26.4171,0.1709,26.661,0.1446,26.3666,28.4809,0.72,0.531,20.0,5.86,not_spike
99.0,29.309,29.5697,0.5761,28.5171,0.3505,27.5142,0.264,27.3945,0.3303,28.0815,0.4538,27.6539,0.2366,27.1601,28.8795,0.0,0.386,13.0,5.99,not_spike
99.0,29.0641,28.1735,0.2447,27.3673,0.1801,27.1229,0.2504,27.0118,0.3175,26.9078,0.2376,27.3551,0.2404,25.4946,28.41,0.01,0.58,14.0,5.88,not_spike
99.0,28.7026,99.0,29.3797,28.8938,0.7349,26.7241,0.2093,27.6647,0.5716,27.1326,0.3249,27.551,0.3182,26.9836,28.4049,0.0,0.316,17.0,6.58,not_spike
99.0,29.3181,29.8762,0.744,27.8856,0.2287,27.3323,0.2451,27.8669,0.4881,27.7014,0.3669,27.4053,0.2007,27.6493,28.8234,0.71,0.433,12.0,5.17,not_spike
30.6812,1.6426,99.0,29.9354,99.0,29.5181,27.8081,0.3696,27.3996,0.3533,27.6493,0.361,27.6206,0.249,27.9268,28.437,0.65,0.235,11.0,6.65,not_spike
28.903,0.4188,99.0,30.2779,29.9628,0.8,28.8928,0.6222,29.2617,0.9877,29.0059,0.7265,28.6795,0.4141,29.3571,29.5125,0.18,0.169,2.0,5.046,not_spike
99.0,28.6782,28.4192,0.3979,99.0,28.8788,26.8294,0.2622,26.1509,0.202,26.1594,0.1717,25.7825,0.0846,25.8743,28.5103,0.02,0.407,41.0,7.548,not_spike
99.0,29.4237,99.0,30.0795,99.0,29.6478,27.5124,0.2509,28.0007,0.4716,28.5446,0.6051,28.2573,0.3422,27.8392,28.9753,0.05,0.361,3.0,6.53,not_spike
99.0,27.3637,25.2498,0.0897,22.0795,0.0083,20.9905,0.0068,20.7288,0.008,20.6154,0.0062,20.5167,0.004,20.5207,26.6115,0.99,0.217,608.0,5.693,not_spike
99.0,29.166,33.5725,3.7912,27.541,0.201,26.8586,0.1868,26.9471,0.2618,27.1641,0.2674,27.0677,0.1676,27.0844,28.6747,0.75,0.201,11.0,5.5,not_spike
99.0,28.5082,27.8807,0.2898,27.2289,0.2352,26.9611,0.2784,26.4411,0.2436,26.1335,0.1619,26.4733,0.1436,25.7653,28.2568,0.01,0.458,29.0,5.93,not_spike
28.9277,1.0179,27.8869,0.3067,26.1083,0.0989,24.8425,0.0579,24.5611,0.063,24.6261,0.0556,24.6416,0.0383,24.6281,27.6196,0.98,0.206,57.0,6.104,not_spike
99.0,28.6625,28.4107,0.4235,27.1842,0.2481,26.1696,0.1328,26.4052,0.2757,26.1613,0.1906,26.5574,0.184,26.321,28.384,0.08,0.299,35.0,6.07,not_spike
26.3565,0.2628,99.0,28.3528,25.6354,0.1405,24.9843,0.0928,24.2153,0.0826,23.6153,0.0423,23.2179,0.0206,23.2389,27.5131,0.14,0.263,148.0,4.51,not_spike
-99.0,0.0,30.0055,0.7813,28.3231,0.3587,27.7305,0.2828,27.6644,0.4344,28.343,0.6203,28.0786,0.3575,28.1139,29.0468,0.1,0.352,8.0,4.997,not_spike
99.0,29.2112,99.0,29.8047,99.0,29.2486,28.2832,0.4527,28.5096,0.8126,29.3578,1.2074,27.8435,0.32,28.2992,29.0061,0.0,0.424,14.0,6.96,not_spike
31.1296,2.2798,29.5087,0.727,28.8337,0.6874,27.1875,0.24,27.1547,0.3749,27.6553,0.4801,27.1375,0.2226,27.4179,28.7447,0.0,0.412,16.0,6.033,not_spike
99.0,28.4194,99.0,29.0074,27.3153,0.3342,25.9821,0.1371,25.6938,0.1801,25.9232,0.1866,25.6434,0.1009,25.7546,28.1725,0.0,0.744,64.0,5.985,not_spike
28.2162,0.4662,99.0,29.5236,28.6939,0.6239,27.3863,0.2448,27.4354,0.417,27.2891,0.3217,27.7938,0.3335,27.7029,28.8788,0.0,0.469,18.0,6.04,not_spike
29.1174,0.7289,99.0,29.7672,29.7172,1.0679,27.5891,0.2896,29.0121,1.1785,27.1918,0.2943,27.7985,0.3279,27.5969,28.4586,0.03,0.474,12.0,6.214,not_spike
29.3353,0.9317,31.0594,1.67,28.6598,0.5781,27.345,0.2162,27.3529,0.355,27.8479,0.4441,27.9092,0.325,27.6152,28.9875,0.01,0.38,14.0,6.09,not_spike
28.53,0.7242,28.7659,0.5803,26.3366,0.132,25.757,0.1054,26.1189,0.2392,26.0291,0.19,26.2104,0.149,25.8738,28.236,0.0,0.479,45.0,5.71,not_spike
99.0,29.0702,28.9934,0.4756,28.5277,0.5146,27.1329,0.2126,26.9823,0.3082,27.578,0.4179,27.5371,0.2818,27.3975,28.7954,0.05,0.454,18.0,6.19,not_spike
28.0734,0.5687,31.7192,2.7657,26.9133,0.1513,25.6615,0.1007,25.5239,0.1652,25.422,0.1207,25.6619,0.0997,25.5578,27.7459,0.0,0.514,75.0,5.98,not_spike
29.5772,0.707,99.0,30.2472,99.0,30.1608,99.0,28.8405,27.9393,0.6332,27.5802,0.3967,26.4851,0.1331,26.6368,28.6968,0.76,0.107,7.0,10.129,not_spike
99.0,29.5832,99.0,30.1438,29.101,0.3713,28.3912,0.3505,28.7646,0.7464,28.2513,0.446,28.2941,0.3144,28.7383,29.4789,0.25,0.307,9.0,5.441,not_spike
32.8858,3.4147,99.0,30.0467,30.8487,1.2761,26.306,0.1602,27.1259,0.4697,26.8818,0.3519,26.5955,0.1844,26.4941,28.3022,0.8,0.127,10.0,6.92,not_spike
30.0754,1.4576,99.0,29.5067,28.3523,0.3437,27.4514,0.2864,26.9725,0.3393,26.7758,0.2391,26.4737,0.1269,26.6174,28.74,0.0,0.39,34.0,5.948,not_spike
28.1276,0.6884,99.0,28.8359,27.0537,0.2048,25.1045,0.0726,24.9308,0.1109,25.0866,0.1051,25.0429,0.0664,25.0543,27.3513,0.01,0.665,112.0,6.32,not_spike
99.0,29.5743,99.0,30.1018,99.0,30.0305,28.304,0.5345,27.8356,0.6033,28.8984,1.0076,27.8905,0.3782,28.4758,28.8409,0.39,0.159,12.0,6.635,not_spike
28.3178,0.4881,99.0,29.5383,30.0246,1.0864,27.9359,0.4111,27.1789,0.3902,30.6739,2.4646,27.7072,0.3358,27.794,28.089,0.0,0.603,25.0,6.162,not_spike
99.0,29.1504,29.8679,0.8024,28.5833,0.3353,27.2352,0.1976,27.757,0.4987,27.5119,0.3494,27.7638,0.2904,27.4769,28.9847,0.67,0.361,9.0,6.19,not_spike
-99.0,0.0,30.9878,1.5133,99.0,29.7255,26.4303,0.1598,26.7149,0.3343,-99.0,0.0,28.9453,0.936,26.6178,28.4298,0.01,0.464,21.0,6.77,not_spike
99.0,28.9158,99.0,29.4522,31.7768,2.4822,27.0679,0.2248,26.0211,0.1691,26.3794,0.1863,26.349,0.1215,26.2215,27.9544,0.18,0.277,32.0,8.08,not_spike
99.0,28.8078,99.0,29.3294,27.7067,0.2372,27.2669,0.3217,27.3181,0.5544,27.4937,0.5313,26.3607,0.149,26.5334,28.4417,0.0,0.737,45.0,5.407,not_spike
29.2176,0.8302,99.0,29.688,99.0,29.6833,29.0883,0.7271,28.3649,0.7194,28.9317,0.8812,27.9922,0.3277,28.4639,29.1248,0.0,0.435,14.0,6.834,not_spike
99.0,29.0492,99.0,29.6553,30.6011,1.321,27.9471,0.3153,27.1324,0.2934,28.4071,0.6151,27.78,0.2734,27.5358,28.4029,0.13,0.414,15.0,6.451,not_spike
28.1573,0.3529,99.0,29.8153,28.3556,0.2583,27.2563,0.1891,28.2289,0.6667,27.7435,0.3907,27.6746,0.2581,27.4855,29.0577,0.64,0.304,14.0,6.05,not_spike
99.0,27.3915,26.5812,0.2624,23.6974,0.0214,21.8112,0.0093,21.3549,0.011,21.2502,0.0085,21.0549,0.0052,21.0601,26.8433,1.0,0.228,489.0,6.285,not_spike
30.9432,1.3741,30.4776,0.7939,28.8972,0.3877,28.1246,0.2554,28.5736,0.6138,29.365,0.892,28.6999,0.4122,28.4591,29.5658,0.11,0.299,8.0,5.464,not_spike
99.0,29.1867,29.8921,0.8649,27.8571,0.2841,27.2498,0.2224,27.4521,0.4531,26.8563,0.2425,26.749,0.1508,26.9242,28.8161,0.0,0.557,29.0,6.03,not_spike
99.0,29.3963,31.1187,1.3401,29.2235,0.5582,28.1085,0.2327,27.9421,0.3469,28.6154,0.506,28.2886,0.2684,28.4051,29.6623,0.23,0.269,9.0,6.05,not_spike
99.0,29.1176,29.6994,0.7645,27.3678,0.1844,27.4111,0.2448,26.8685,0.2719,27.3437,0.3404,27.4359,0.2513,27.232,28.2331,0.0,0.562,28.0,5.35,not_spike
99.0,28.8623,99.0,29.3221,26.3151,0.1068,25.7417,0.0839,25.6123,0.1354,25.7049,0.126,25.6689,0.0804,25.7558,28.454,0.11,0.337,54.0,5.69,not_spike
29.7866,0.941,99.0,29.9763,99.0,29.5048,28.2042,0.3849,27.6446,0.4086,27.513,0.3257,27.3505,0.1898,27.5807,29.1478,0.0,0.407,16.0,7.335,not_spike
99.0,28.5378,28.2008,0.4,26.7047,0.1786,25.9545,0.1224,26.3198,0.301,25.9028,0.1791,25.6263,0.0952,25.7306,28.2216,0.0,1.358,83.0,5.451,not_spike
99.0,29.4422,30.2156,0.8989,29.1237,0.6009,27.8582,0.2917,30.0984,1.8471,27.664,0.3799,27.3839,0.1993,27.6282,29.1231,0.04,0.454,16.0,6.04,not_spike
99.0,29.8429,-99.0,0.0,28.6909,0.3375,28.3139,0.3214,28.3583,0.5737,27.9972,0.3731,28.2865,0.3249,28.5701,28.9652,0.71,0.249,9.0,5.668,not_spike
99.0,29.8137,30.4201,0.8235,99.0,29.7955,28.2517,0.3506,27.7711,0.4157,29.4737,1.1382,27.9425,0.2854,28.3307,29.2474,0.66,0.327,10.0,6.77,spike
99.0,29.8686,99.0,30.4017,29.4987,0.5791,28.9992,0.4931,29.4605,1.0836,28.532,0.5039,28.2049,0.2791,28.5815,29.5373,0.64,0.299,8.0,6.13,not_spike
99.0,29.5251,32.0181,2.1866,99.0,29.4413,27.8865,0.2971,29.0215,1.0481,28.449,0.6498,27.3351,0.1895,27.5648,29.1342,0.0,0.42,16.0,6.98,spike
99.0,29.1582,29.1671,0.5507,99.0,29.1339,27.9224,0.4041,26.7825,0.2765,27.0798,0.3061,26.8648,0.1714,27.0684,28.7821,0.0,0.598,25.0,7.82,spike
99.0,28.8727,29.16,0.6709,99.0,28.8321,26.4569,0.1617,25.7357,0.1525,26.3969,0.2316,27.0771,0.2654,25.9133,27.7894,0.0,0.682,33.0,7.23,spike
29.3677,0.7826,29.9747,0.8461,28.3023,0.3813,27.0331,0.1801,26.9653,0.2785,26.7754,0.2189,27.2175,0.1987,27.0498,28.4031,0.43,0.307,23.0,6.283,not_spike
29.4723,0.5818,99.0,30.3671,-99.0,0.0,28.4382,0.3227,27.8331,0.3777,99.0,29.0955,28.5263,0.3713,28.4171,28.7853,0.09,0.288,9.0,5.89,not_spike
99.0,29.3087,31.8541,2.1063,28.1039,0.285,27.9361,0.3206,27.4925,0.3897,27.5097,0.3363,27.4207,0.2184,27.6943,29.0509,0.04,0.409,19.0,5.54,not_spike
29.1688,0.7376,-99.0,0.0,28.1398,0.344,27.5323,0.27,26.9473,0.3083,27.4888,0.3864,26.6952,0.1447,26.8622,28.8099,0.0,0.367,27.0,6.0,not_spike
29.2496,0.6583,29.8746,0.6943,27.9142,0.2364,27.3031,0.1852,27.5407,0.388,27.734,0.387,27.6767,0.2517,26.7377,28.8798,0.02,0.342,17.0,5.96,not_spike
-99.0,0.0,29.8571,0.9423,-99.0,0.0,25.5685,0.0948,25.6246,0.17,26.0484,0.1994,25.6103,0.0996,25.6724,28.168,0.97,0.261,42.0,5.58,not_spike
99.0,29.2961,99.0,29.8335,28.8974,0.5602,27.6965,0.2786,27.9717,0.6218,27.5562,0.3691,27.1388,0.1897,27.3356,28.6696,0.0,0.52,19.0,6.04,not_spike
31.3986,1.8916,99.0,30.2901,28.1258,0.227,28.0134,0.2509,29.2825,1.0309,28.4148,0.5004,28.2162,0.3174,28.3404,29.4759,0.01,0.326,11.0,5.35,not_spike
99.0,29.7888,99.0,30.327,99.0,29.814,30.488,1.7255,26.2483,0.2138,29.0354,1.0791,26.0031,0.0909,26.1023,28.6497,0.75,0.116,7.0,11.987,not_spike
29.6368,0.7846,32.4106,2.4655,28.661,0.3973,27.8363,0.2546,27.591,0.3757,27.8232,0.3744,28.0923,0.3259,27.7159,28.9211,0.07,0.412,14.0,5.9,not_spike
29.8885,1.0447,29.6619,0.6352,28.0429,0.2779,27.9155,0.3126,27.4578,0.3901,27.4622,0.3255,27.0674,0.1632,27.2596,29.042,0.56,0.313,18.0,5.96,not_spike
99.0,29.3156,30.1678,0.7003,30.1542,1.2037,27.8191,0.2925,28.0279,0.6016,28.2262,0.5808,27.4686,0.2288,27.7588,29.0427,0.0,0.47,20.0,6.073,spike
-99.0,0.0,99.0,30.2184,-99.0,0.0,28.5828,0.4421,28.4715,0.6458,28.5516,0.6053,27.7381,0.2268,28.0251,29.3231,0.17,0.343,11.0,5.81,not_spike
99.0,29.2805,99.0,29.784,28.0158,0.2911,27.5996,0.2712,27.1948,0.3344,27.3504,0.3288,27.201,0.1945,27.4382,28.969,0.02,0.42,22.0,5.33,not_spike
-99.0,0.0,30.3452,1.0214,-99.0,0.0,26.2864,0.1652,26.6591,0.3541,26.7679,0.3603,26.1542,0.1409,26.3162,28.2997,0.92,0.308,22.0,6.93,not_spike
27.9187,0.4048,30.4336,1.3657,27.1874,0.1981,26.4492,0.1448,26.2898,0.2326,26.3973,0.2109,26.0575,0.1073,26.1765,28.5162,0.05,0.374,48.0,5.58,not_spike
-99.0,0.0,29.9397,0.5904,-99.0,0.0,29.7557,1.2168,27.0658,0.3273,99.0,28.474,26.4702,0.1384,26.6288,28.6368,0.8,0.116,8.0,12.086,not_spike
27.9025,0.3735,99.0,29.3317,99.0,28.8499,26.389,0.1472,25.9914,0.1922,26.2945,0.2058,26.2601,0.1372,26.2251,27.774,0.01,0.464,38.0,6.96,not_spike
99.0,29.769,30.6458,0.9716,99.0,29.7218,28.159,0.3068,28.2075,0.5322,28.1495,0.4437,28.185,0.3127,28.5883,29.3742,0.29,0.35,11.0,6.141,not_spike
29.157,0.8642,28.9695,0.565,29.6593,1.175,25.9828,0.0952,25.7914,0.1456,25.9218,0.1381,26.245,0.1206,25.9596,27.8994,0.86,0.236,45.0,6.94,not_spike
-99.0,0.0,-99.0,0.0,26.5091,0.1384,25.2425,0.0646,25.2926,0.119,25.3551,0.1098,25.34,0.0692,25.3112,28.273,0.31,0.299,68.0,6.133,not_spike
-99.0,0.0,-99.0,0.0,30.9567,1.7187,27.5993,0.2395,99.0,28.4962,27.9043,0.4426,27.6141,0.2362,27.907,29.1182,0.21,0.398,14.0,6.2,not_spike
-99.0,0.0,29.7206,0.8579,-99.0,0.0,27.1128,0.2306,26.7356,0.3035,26.5599,0.218,26.7185,0.1718,26.833,28.1922,0.0,0.418,37.0,7.41,spike
99.0,29.386,30.5036,1.1402,27.7753,0.2275,27.035,0.1655,27.1564,0.3274,27.6327,0.395,27.3611,0.2215,27.2303,28.9937,0.26,0.281,21.0,5.67,not_spike
99.0,29.3552,29.1339,0.4588,99.0,29.2963,27.2059,0.1983,27.5068,0.4257,27.1675,0.2887,27.3939,0.2291,27.4487,28.9513,0.0,0.497,24.0,6.53,not_spike
99.0,29.2292,99.0,29.6945,28.2153,0.3834,27.4243,0.2603,26.84,0.2845,26.7893,0.2318,26.7321,0.1493,26.9053,28.8108,0.0,0.565,30.0,6.246,not_spike
99.0,29.0347,29.2715,0.6555,28.6731,0.6286,27.9249,0.464,27.1983,0.4338,26.9275,0.3183,26.3898,0.1306,26.5383,28.623,0.0,0.549,26.0,7.869,not_spike
99.0,28.6987,31.1261,2.0843,26.4046,0.1194,26.1929,0.1283,25.6979,0.1518,25.712,0.1306,25.485,0.0715,25.5616,28.4025,0.03,0.419,65.0,5.54,not_spike
99.0,28.9616,29.0175,0.5552,29.0031,0.7893,28.1362,0.5232,26.7235,0.3071,27.4028,0.4388,26.5165,0.1504,26.6912,28.5865,0.0,0.512,44.0,5.99,not_spike
28.8735,0.3787,99.0,30.395,32.3012,2.5313,28.7626,0.4594,28.6111,0.6573,29.3028,0.9237,28.3854,0.335,28.8724,29.4902,0.14,0.296,8.0,6.732,not_spike
-99.0,0.0,30.2043,1.1164,30.716,1.8433,27.2776,0.2558,28.1587,0.8094,27.2602,0.3729,26.7066,0.1614,26.8963,28.6942,0.0,1.144,31.0,6.243,not_spike
99.0,29.9473,31.6785,1.643,99.0,29.7931,28.502,0.3543,28.3579,0.5236,28.4288,0.4852,28.5384,0.3643,29.0313,29.536,0.23,0.292,9.0,6.71,not_spike
30.1432,1.6425,30.2466,1.3237,27.6587,0.3274,26.5559,0.1701,27.4916,0.6011,26.8119,0.3181,26.4859,0.1618,26.6761,28.4706,0.0,1.066,50.0,5.53,not_spike
-99.0,0.0,28.9494,0.3371,-99.0,0.0,26.9653,0.2289,27.0031,0.5508,27.4536,0.5642,26.7967,0.2413,26.9642,28.8516,0.59,0.395,17.0,5.41,not_spike
29.1053,0.7822,99.0,29.6561,99.0,29.1737,27.6749,0.3164,26.8352,0.2864,27.3926,0.3722,26.9441,0.1831,27.1645,28.7837,0.0,0.635,25.0,7.331,spike
28.5724,0.301,32.3849,2.1555,30.9596,1.4084,28.288,0.2912,28.0425,0.422,28.3025,0.4281,28.5938,0.3806,28.687,29.5681,0.66,0.273,9.0,7.06,not_spike
