B435,eB435,V606,eV606,I814,eI814,Y105,eY105,J125,eJ125,JH140,eJH140,H160,eH160,bright_mag,bright_magerr,stel,fwhm,area,zmax,label
99.0,27.353,28.6192,0.957,27.6703,0.4665,26.8219,0.3124,26.6185,0.3977,26.7992,0.364,26.9696,0.2867,27.2527,27.5039,0.0,0.469,20.0,5.426,not_spike
27.8469,0.6981,99.0,28.8464,28.2139,0.4492,28.1079,0.4428,27.961,0.5819,28.1655,0.5412,28.5788,0.514,28.8683,28.8527,0.07,0.296,7.0,4.96,not_spike
99.0,27.6282,99.0,28.482,29.0934,1.0775,27.426,0.3289,29.5936,1.7428,29.8394,1.7189,27.8395,0.3746,27.9003,28.5539,0.0,0.407,13.0,4.51,not_spike
28.2598,1.0095,29.1199,0.9874,99.0,28.7809,27.2536,0.2665,27.3471,0.4316,27.069,0.2738,26.5633,0.13,26.711,28.8022,0.49,0.361,13.0,7.025,not_spike
99.0,27.0234,99.0,27.92,26.1263,0.1698,26.009,0.1692,26.0931,0.2682,26.0285,0.2007,26.2408,0.1648,26.2095,27.9416,0.0,0.565,34.0,5.39,not_spike
99.0,27.3666,27.9929,0.6327,27.6339,0.4434,26.5843,0.2056,27.0967,0.4613,26.5532,0.2426,26.8677,0.2115,26.8382,28.2868,0.0,0.399,22.0,5.551,not_spike
25.86,0.4366,99.0,27.5418,26.1924,0.2547,25.4339,0.1242,25.4081,0.1874,25.4666,0.1535,25.5165,0.1093,25.5742,27.7252,0.0,0.486,69.0,5.81,not_spike
99.0,25.1908,26.2667,0.824,23.3537,0.073,22.8534,0.0481,22.8936,0.0785,22.7218,0.0523,22.58,0.0308,22.6117,26.4325,0.0,4.578,1041.0,5.118,not_spike
31.4883,4.0926,99.0,28.3289,29.3613,1.3303,27.1861,0.3158,27.0548,0.4238,26.9316,0.3044,27.5636,0.354,27.3562,28.1565,0.0,0.518,19.0,6.05,not_spike
99.0,27.4736,99.0,28.3443,28.1117,0.6138,27.0596,0.477,27.4412,0.9417,25.9359,0.259,25.5963,0.1342,25.7494,27.7989,0.66,0.465,25.0,9.722,not_spike
99.0,26.5099,26.5206,0.3966,25.604,0.1711,24.8477,0.0969,24.8781,0.1499,24.8377,0.1157,25.1255,0.0981,24.9541,27.4218,0.0,0.92,107.0,5.8,not_spike
28.5922,1.1767,28.2081,0.498,99.0,28.8947,26.4136,0.2228,26.364,0.3583,26.3452,0.2727,26.4403,0.227,26.6943,28.0198,0.76,0.124,7.0,6.97,not_spike
28.8339,1.4786,99.0,28.6635,29.0548,0.9145,27.2877,0.2869,28.4069,0.8721,28.075,0.6116,27.4635,0.2574,27.6788,28.586,0.01,0.362,13.0,5.861,not_spike
25.6507,0.535,24.6062,0.1113,22.6099,0.018,21.6744,0.0105,21.531,0.0142,21.5863,0.0118,21.5728,0.0082,21.5454,26.2324,0.99,0.185,242.0,5.557,not_spike
99.0,26.9804,28.934,1.3748,26.2673,0.2014,25.8336,0.1441,25.3534,0.1468,25.8982,0.1815,25.933,0.1266,25.5232,27.4518,0.01,0.726,45.0,5.47,not_spike
99.0,27.5836,28.7023,0.8614,28.0931,0.5285,27.159,0.2849,27.1843,0.4188,27.2826,0.37,27.1581,0.2331,27.4554,28.7098,0.01,0.412,15.0,5.46,not_spike
27.5055,0.5349,99.0,28.8948,99.0,28.9691,27.5827,0.2798,28.4837,0.798,27.9481,0.4372,28.2856,0.4324,27.9607,28.9119,0.6,0.289,9.0,6.59,not_spike
28.1175,0.9828,99.0,28.6334,31.1307,2.5729,27.7512,0.3184,27.8739,0.5063,27.9837,0.449,28.0134,0.3173,28.2036,28.92,0.7,0.298,7.0,6.046,not_spike
27.1245,0.5584,27.5864,0.3927,99.0,28.6032,27.1105,0.2686,26.6786,0.2903,27.6001,0.4625,27.4201,0.2875,27.0761,27.9623,0.03,0.316,15.0,6.96,not_spike
99.0,27.7222,99.0,28.5791,28.5889,0.6902,27.1394,0.2885,28.2731,0.9273,27.9739,0.6209,26.9893,0.219,27.2639,28.6163,0.72,0.409,14.0,5.774,not_spike
26.758,0.4247,99.0,28.4905,27.5779,0.3646,27.322,0.3785,27.507,0.5943,27.0688,0.3762,26.8732,0.2046,27.1255,28.5814,0.01,0.413,18.0,5.047,not_spike
99.0,27.9872,30.0219,1.4641,99.0,28.9876,27.9275,0.5134,26.8787,0.3446,27.3266,0.375,27.9721,0.4426,27.3864,27.9481,0.55,0.288,9.0,6.589,not_spike
28.4777,0.6773,29.4008,0.8509,26.7046,0.1811,25.878,0.1038,25.3751,0.114,25.4867,0.107,25.6835,0.0877,25.5025,27.7642,0.97,0.224,39.0,5.669,not_spike
99.0,28.3248,29.1416,0.8609,26.2244,0.1503,25.7418,0.1271,25.8134,0.215,25.614,0.1586,25.4713,0.0965,25.5771,28.0511,0.0,0.683,71.0,5.161,not_spike
27.1785,0.4147,26.3922,0.1331,24.2689,0.0362,23.4351,0.0219,23.1846,0.0297,23.1489,0.0245,23.121,0.0171,23.1384,27.6219,0.99,0.21,111.0,5.515,not_spike
28.6988,0.8826,99.0,29.0532,27.0255,0.269,26.0847,0.1386,25.687,0.1654,26.0207,0.1873,25.7808,0.1076,25.8823,27.6459,0.01,0.535,38.0,5.696,not_spike
29.5819,1.2151,32.9563,3.6212,28.0383,0.466,26.7714,0.1973,27.5058,0.5598,27.3175,0.4258,26.752,0.1919,26.9852,28.5361,0.0,0.399,20.0,6.14,not_spike
29.1579,0.7012,99.0,29.9737,29.8043,1.0644,29.3455,0.9266,28.2391,0.6224,27.4934,0.3408,27.9379,0.3289,27.9928,28.5766,0.08,0.352,9.0,7.824,not_spike
30.1025,1.4619,99.0,29.5811,28.5657,0.5915,27.5648,0.3118,27.641,0.5176,27.1064,0.3024,26.9817,0.1941,27.2183,28.7523,0.0,0.43,19.0,5.779,not_spike
28.5744,0.4707,99.0,29.8124,28.74,0.5486,27.969,0.399,28.1124,0.7449,28.6418,0.8637,27.7572,0.3668,28.3154,28.7467,0.0,0.388,14.0,5.311,not_spike
28.4916,0.6706,28.9483,0.6281,27.0868,0.2427,26.1941,0.1204,26.198,0.197,25.9605,0.1401,26.1397,0.1136,26.1214,28.1128,0.94,0.241,26.0,5.55,not_spike
29.8873,0.9863,29.4791,0.5054,99.0,29.449,28.2697,0.3621,29.0567,0.9743,28.0174,0.4225,28.4461,0.4324,28.7185,28.8239,0.49,0.283,7.0,6.265,not_spike
27.7694,0.8258,25.9734,0.1309,23.1399,0.0189,21.7925,0.0089,21.5096,0.0121,21.501,0.01,21.4604,0.007,21.4675,26.9309,0.98,0.194,254.0,5.848,not_spike
29.2564,0.7545,99.0,30.0053,29.0763,0.6415,28.098,0.3261,29.4426,1.2215,28.1206,0.4553,28.3708,0.4077,28.5662,29.237,0.35,0.29,7.0,5.56,not_spike
27.9616,0.588,99.0,28.9292,26.385,0.1689,24.9996,0.0624,24.7971,0.0907,24.7211,0.0711,24.7857,0.0533,24.7973,27.6444,0.97,0.221,63.0,6.003,not_spike
30.3922,1.4435,30.1009,0.8628,99.0,29.2692,27.67,0.2754,28.2247,0.6408,27.8179,0.4248,27.8625,0.3161,28.0398,29.019,0.04,0.359,13.0,6.394,not_spike
99.0,29.3786,99.0,29.9454,29.5452,0.8791,28.0699,0.4681,29.5888,1.8922,27.6094,0.4616,27.6902,0.4038,28.3402,28.556,0.35,0.364,11.0,5.942,not_spike
28.082,0.4731,99.0,29.3139,27.9553,0.4352,26.888,0.2159,26.8622,0.3459,26.825,0.2881,26.8282,0.2071,27.0843,28.5221,0.0,0.609,29.0,5.776,not_spike
30.3681,1.4961,99.0,29.7689,30.0773,1.3229,28.7776,0.6724,29.272,1.3039,29.2152,1.1502,28.001,0.3759,28.5808,28.9591,0.0,0.449,10.0,5.45,not_spike
30.8293,1.7554,99.0,29.9244,99.0,29.3084,28.9534,0.68,30.4598,2.1035,28.4,0.6229,28.1974,0.3927,28.8187,29.0994,0.0,0.361,10.0,5.782,not_spike
28.3871,0.4036,99.0,29.867,28.1492,0.3519,28.2282,0.4021,27.1128,0.2775,28.0615,0.4886,28.1034,0.371,27.4866,28.4521,0.07,0.36,10.0,5.02,not_spike
99.0,29.1614,30.7591,1.3892,29.0573,0.7278,27.5451,0.2797,27.1351,0.3384,27.8894,0.505,27.2805,0.2316,27.5753,28.8401,0.62,0.292,13.0,5.99,not_spike
99.0,28.8621,29.6617,0.8572,99.0,28.856,27.058,0.2261,26.8979,0.3392,28.3761,0.8235,27.5,0.3305,27.3439,28.6463,0.0,0.521,21.0,6.83,not_spike
99.0,29.4461,99.0,30.0422,28.3209,0.3535,28.1714,0.3551,27.5695,0.3521,28.2972,0.5361,28.1004,0.3337,28.0939,28.6112,0.29,0.299,9.0,4.997,not_spike
99.0,29.172,99.0,29.7768,99.0,29.1873,29.0176,0.6718,27.4858,0.3402,27.9056,0.406,28.0861,0.3386,27.9839,28.5714,0.58,0.31,9.0,7.621,not_spike
28.99,0.7283,99.0,29.6518,27.5062,0.2425,27.0382,0.1965,27.5529,0.4638,27.214,0.3164,27.1983,0.2213,27.2784,28.7942,0.67,0.316,18.0,5.68,not_spike
99.0,28.6132,28.8876,0.5966,27.2587,0.2797,26.2972,0.149,26.338,0.2506,26.2742,0.2076,26.035,0.1185,26.1681,28.3798,0.02,0.38,38.0,5.531,not_spike
27.8648,0.422,99.0,29.2716,28.0373,0.4916,26.3779,0.162,25.7405,0.1521,25.7998,0.1415,25.4897,0.0751,25.5704,28.3519,0.97,0.209,38.0,7.412,not_spike
99.0,29.4639,31.7541,2.099,28.6832,0.3261,28.3432,0.4331,28.5298,0.7494,28.9422,0.8691,28.4122,0.4235,28.598,30.5154,0.48,0.209,9.0,4.929,not_spike
28.9756,0.7088,99.0,29.4914,30.7472,1.5744,99.0,28.9473,28.2627,0.7256,27.9914,0.5334,27.5052,0.2458,27.8235,28.9929,0.53,0.173,12.0,7.717,not_spike
99.0,28.7766,30.0415,1.2705,27.9674,0.3067,26.9532,0.2198,27.2627,0.4596,27.7832,0.5754,27.2816,0.2736,27.2291,28.5758,0.01,0.591,22.0,6.0,not_spike
28.0977,0.4592,99.0,29.1292,99.0,29.1309,28.4742,0.6472,27.5609,0.5377,28.431,0.8343,28.3984,0.5819,28.0662,30.2091,0.39,0.257,10.0,6.283,not_spike
99.0,28.4053,28.1968,0.499,26.9775,0.1813,26.051,0.2218,26.0749,0.3765,25.6126,0.2238,25.7303,0.1546,25.8307,29.5087,0.98,0.199,51.0,5.773,not_spike
99.0,29.4361,29.393,0.5818,30.7075,1.3199,28.7077,0.5751,27.6871,0.4327,28.5309,0.6829,27.8023,0.2738,28.1693,29.1584,0.67,0.221,10.0,6.734,not_spike
29.2196,0.8395,29.1608,0.607,29.5925,0.7998,27.8151,0.3353,28.4218,0.824,27.7325,0.4354,28.7983,0.6689,28.3027,28.9189,0.08,0.376,8.0,5.591,not_spike
29.2624,0.6393,31.6941,1.9328,99.0,29.9683,28.7519,0.49,28.7019,0.7448,28.4119,0.5143,30.9192,1.7348,29.423,28.9558,0.35,0.032,1.0,6.96,not_spike
28.3538,0.5489,99.0,29.1631,99.0,29.1635,99.0,28.5644,99.0,27.9096,99.0,28.1356,28.0323,0.5054,27.4994,29.8768,0.01,0.682,11.0,6.317,not_spike
99.0,28.6007,99.0,29.1183,28.9244,0.6571,27.0338,0.2444,28.3926,1.011,27.7254,0.5767,27.8158,0.4255,27.3498,28.5282,0.0,0.649,14.0,6.44,not_spike
99.0,28.8068,30.0257,1.1205,29.4271,0.7725,27.5248,0.3023,27.176,0.3884,27.5304,0.4206,28.1438,0.4709,27.7864,28.0921,0.0,0.525,19.0,6.41,not_spike
31.5845,2.3179,32.0361,2.3801,30.6185,1.2465,28.5527,0.4599,30.3012,1.8839,29.3736,1.0594,28.2509,0.3464,28.7627,29.3134,0.12,0.329,5.0,5.983,not_spike
27.9066,0.435,99.0,29.0839,27.5467,0.2315,27.2349,0.2836,27.5662,0.5998,27.4014,0.4486,27.8561,0.4449,27.6198,28.5475,0.0,0.379,21.0,5.44,not_spike
99.0,29.2673,31.004,1.6217,30.9394,1.5799,28.2615,0.4451,27.9687,0.5812,27.7657,0.4158,27.8803,0.33,28.1573,30.0627,0.77,0.182,11.0,6.554,not_spike
28.6597,0.8268,28.7116,0.5664,28.922,0.6488,27.5387,0.3931,26.7701,0.361,29.603,1.8077,27.4098,0.3398,26.4655,29.8053,0.95,0.193,27.0,6.336,not_spike
99.0,28.7582,99.0,29.0609,99.0,29.0472,27.2817,0.2793,99.0,28.0025,27.7686,0.5534,28.544,0.682,27.6586,28.6133,0.08,0.467,8.0,6.65,not_spike
28.3075,0.5027,99.0,29.2694,99.0,29.278,26.8869,0.2033,26.4366,0.2343,26.3964,0.1909,26.3693,0.1256,26.5114,28.6477,0.86,0.196,17.0,7.871,not_spike
30.477,1.4689,99.0,29.7867,29.0587,0.4579,28.2928,0.3975,99.0,28.5958,29.6264,1.255,28.2136,0.349,28.7312,29.2667,0.08,0.349,7.0,5.051,not_spike
29.1822,0.6745,32.8938,2.9935,30.6594,1.1663,29.3214,0.7298,28.3666,0.6123,28.4771,0.5542,28.825,0.5024,29.0834,30.8822,0.46,0.229,6.0,5.932,not_spike
99.0,29.3388,30.4543,1.1434,29.5346,0.6419,28.334,0.4137,28.0222,0.5316,28.2243,0.5205,29.2348,0.7531,28.7897,30.2666,0.42,0.35,6.0,5.586,not_spike
99.0,28.947,99.0,29.3452,99.0,29.3611,27.2266,0.2374,30.805,2.7538,27.6955,0.4725,28.8839,0.7803,27.5309,28.7562,0.6,0.226,12.0,6.59,not_spike
99.0,28.3328,28.7882,0.7753,31.0984,2.4672,26.6688,0.4089,99.0,26.8396,27.9056,1.2918,27.4439,0.6809,26.914,29.4448,0.0,0.794,26.0,6.436,not_spike
28.8617,0.6255,99.0,29.4951,28.5667,0.3912,27.8833,0.3892,27.7873,0.5804,27.5827,0.4245,27.237,0.2182,27.5103,28.8685,0.67,0.172,10.0,5.406,not_spike
99.0,28.9991,29.5188,0.8107,30.7183,1.5745,30.5553,1.9002,99.0,28.1937,27.9854,0.552,27.8918,0.368,28.4527,28.8773,0.08,0.371,7.0,5.74,not_spike
99.0,28.9708,99.0,29.5183,28.8557,0.4621,28.0336,0.3629,29.6521,1.5307,29.6914,1.4007,27.9749,0.3303,28.4521,29.0974,0.08,0.365,6.0,4.51,not_spike
27.7677,0.4029,99.0,29.1642,33.3916,4.1977,27.5956,0.3525,27.6951,0.6012,27.4173,0.4273,27.5965,0.3325,27.9539,30.2829,0.03,0.664,8.0,6.592,not_spike
99.0,28.9974,-99.0,0.0,28.7016,0.3992,27.8391,0.3233,28.1058,0.6399,28.3277,0.6332,28.8572,0.6605,28.3016,28.9886,0.05,0.419,12.0,5.02,not_spike
27.5301,0.2825,99.0,29.3552,28.5286,0.417,27.2622,0.2433,26.8976,0.3071,27.3753,0.3721,27.4032,0.2605,27.3275,28.1113,0.73,0.245,12.0,5.89,not_spike
28.0018,0.5224,99.0,29.1299,27.9647,0.3171,27.1538,0.2613,28.1378,0.8604,27.6643,0.536,27.8752,0.4432,27.4987,28.5669,0.06,0.659,7.0,5.77,not_spike
99.0,28.7258,99.0,29.1569,28.9092,0.649,28.7526,0.8421,27.9425,0.7483,27.9697,0.658,27.676,0.3744,27.2171,29.8087,0.34,0.566,17.0,6.177,not_spike
28.9628,0.7487,99.0,29.4017,28.8616,0.5241,28.914,0.8068,99.0,28.172,28.4351,0.7761,28.4792,0.5797,27.7924,30.0934,0.07,0.415,9.0,5.836,not_spike
99.0,29.1358,30.017,0.9932,99.0,29.5552,28.518,0.5392,28.8465,0.9999,31.9934,3.471,31.4498,2.4777,28.553,30.2863,0.08,0.37,6.0,6.297,not_spike
99.0,28.939,99.0,29.3993,99.0,29.4374,28.1299,0.4578,29.968,1.9505,27.8471,0.5067,27.8185,0.3574,28.3548,28.8415,0.08,0.359,4.0,5.609,not_spike
99.0,28.8544,32.1916,2.878,28.3245,0.3378,27.3358,0.2405,28.2457,0.7729,28.1911,0.6309,27.3367,0.2347,27.6365,28.8804,0.71,0.265,15.0,5.264,not_spike
27.7766,0.3608,99.0,29.2666,99.0,29.2524,27.4151,0.2957,27.2584,0.4179,27.9793,0.6195,26.9992,0.1962,27.2388,28.7574,0.71,0.254,23.0,6.95,not_spike
99.0,28.8132,29.8116,1.0295,99.0,29.3452,28.6486,0.6987,27.5044,0.4758,28.8875,1.0578,29.1637,0.9229,28.3713,28.1536,0.04,0.585,2.0,6.283,not_spike
99.0,28.6917,31.6151,2.6236,29.5594,1.0107,26.9245,0.3261,26.6007,0.4132,26.5795,0.3224,27.1978,0.3957,26.8092,29.7511,0.94,0.236,27.0,6.474,not_spike
28.0239,0.3375,99.0,29.5572,28.1834,0.2711,27.9766,0.3554,28.153,0.648,27.9484,0.4788,28.1683,0.3945,28.2261,30.2768,0.14,0.339,9.0,4.91,not_spike
99.0,29.1425,99.0,29.4906,28.2442,0.3022,27.9105,0.4018,28.4542,0.854,28.6919,0.8963,27.9825,0.3725,28.554,28.9524,0.01,0.457,6.0,4.82,not_spike
99.0,28.7874,99.0,29.1643,26.8883,0.1285,-99.0,0.0,-99.0,0.0,-99.0,0.0,25.5656,4.5053,25.6669,29.4431,0.12,0.374,40.0,5.878,not_spike
30.0639,1.1826,99.0,29.7401,99.0,29.7477,28.8727,0.8688,27.7841,0.6833,28.906,1.0873,27.6597,0.3703,28.2261,28.6373,0.58,0.361,14.0,6.674,not_spike
28.13,0.7788,99.0,28.5046,29.8703,1.6394,25.6068,0.1851,24.9687,0.1862,24.8354,0.1283,24.8829,0.093,24.9809,27.0892,0.01,0.569,109.0,7.522,not_spike
99.0,28.2744,99.0,28.8572,28.8866,0.7736,27.6713,0.4922,29.3599,1.901,27.0316,0.4153,28.9077,1.06,27.1013,29.5752,0.0,0.769,16.0,6.226,not_spike
99.0,29.2989,99.0,29.7696,99.0,29.8103,29.3383,0.8226,29.348,1.2143,28.3383,0.5516,28.7441,0.5232,28.6714,30.8885,0.43,0.202,5.0,6.31,not_spike
28.327,0.5544,28.0001,0.3065,99.0,29.2437,27.8084,0.4099,26.5943,0.2627,26.8652,0.2754,26.7415,0.1683,26.9408,28.68,0.79,0.208,19.0,7.826,not_spike
99.0,29.014,99.0,29.4846,28.4607,0.3625,27.6934,0.3178,28.0368,0.6504,28.978,1.0431,27.8487,0.3362,28.1447,28.8644,0.08,0.375,10.0,4.793,not_spike
27.7707,0.3112,99.0,29.4246,99.0,29.4619,27.9222,0.3805,28.5318,0.8977,27.8159,0.4796,27.934,0.3611,28.2086,28.9681,0.36,0.472,5.0,6.96,not_spike
99.0,28.4194,30.0494,1.5056,28.9773,0.7963,27.5374,0.4399,27.0061,0.4781,28.166,0.9056,27.6682,0.4628,27.1867,29.9455,0.07,0.795,18.0,6.186,not_spike
30.2398,1.5696,99.0,29.2076,28.8334,0.5766,28.7477,0.7013,29.3627,1.4541,27.9828,0.5538,28.9698,0.7694,28.6069,30.4896,0.07,0.484,3.0,4.821,not_spike
99.0,28.5432,30.0483,1.4047,29.5742,1.0648,27.6379,0.4217,28.511,1.1474,27.1873,0.4126,26.9034,0.2238,27.1856,28.5041,0.67,0.33,17.0,6.205,not_spike
99.0,29.0673,29.2322,0.6212,99.0,29.5524,27.2377,0.2139,27.8434,0.5434,27.5524,0.376,27.2075,0.1919,27.4407,28.9918,0.69,0.197,8.0,7.825,not_spike
99.0,29.274,30.6387,1.3425,29.453,0.6525,28.8198,0.6353,28.2206,0.6331,28.6116,0.7303,28.8741,0.6247,28.7993,30.7786,0.4,0.163,5.0,5.36,not_spike
99.0,28.6614,99.0,29.0553,29.4876,0.9999,26.7519,0.2781,26.7212,0.4964,26.7943,0.398,26.8502,0.3075,26.9433,29.7443,0.65,0.304,37.0,6.434,not_spike
99.0,28.8491,99.0,29.2308,29.7708,1.0129,27.873,0.4187,27.1902,0.3937,29.0817,1.232,28.2398,0.5103,27.8141,28.0887,0.03,0.292,14.0,6.087,not_spike
31.365,2.5329,29.2914,0.7341,28.6986,0.4709,27.7446,0.3484,27.3564,0.4114,27.0773,0.2922,28.5489,0.588,27.4783,28.3531,0.17,0.297,11.0,5.422,not_spike
99.0,28.1295,28.8396,0.8979,99.0,28.6028,25.3315,0.0911,25.1439,0.1321,25.1799,0.1152,25.1696,0.0747,25.2498,28.0386,0.82,0.202,75.0,7.004,not_spike
99.0,28.6713,99.0,29.2356,28.5659,0.4605,26.7311,0.1803,26.8477,0.3218,26.8988,0.2834,26.3965,0.1289,26.5427,28.645,0.93,0.184,20.0,6.47,not_spike
99.0,29.0404,99.0,29.4704,30.3539,1.2682,28.1461,0.474,28.4709,0.8437,28.4161,0.799,28.1865,0.4262,28.4205,30.5583,0.64,0.181,7.0,6.112,not_spike
29.9802,1.1457,99.0,29.6673,29.1456,0.5263,27.7591,0.2895,27.8439,0.5005,28.0657,0.5053,28.1758,0.3836,28.0947,30.3595,0.85,0.193,9.0,5.915,not_spike
99.0,29.4543,99.0,29.8622,33.2885,3.4691,28.9003,0.6349,27.8445,0.4634,29.5587,1.2309,29.3316,0.8038,28.6698,28.529,0.57,0.313,6.0,6.308,not_spike
99.0,28.953,30.4068,1.4092,29.339,0.7371,29.2945,1.0147,99.0,28.1865,99.0,28.4127,28.5671,0.6051,27.8881,30.0737,0.07,0.532,8.0,6.013,not_spike
99.0,27.6355,27.8745,0.6427,24.484,0.0383,22.8731,0.0172,22.602,0.0234,22.7135,0.0215,22.6615,0.0137,22.6259,26.7549,0.99,0.188,187.0,6.107,not_spike
99.0,28.7969,99.0,29.185,99.0,29.2082,28.954,0.9078,28.8139,1.2197,27.4493,0.4309,28.6499,0.7141,27.6661,29.9103,0.05,0.471,6.0,6.33,not_spike
99.0,28.9284,29.2278,0.7874,29.5862,0.9661,27.3755,0.2617,27.5803,0.5088,28.9374,1.0598,27.7944,0.3545,27.721,28.7869,0.09,0.482,11.0,6.47,not_spike
28.8112,0.7838,99.0,28.9485,29.6784,1.1732,27.1492,0.2425,27.4572,0.5433,27.6263,0.4843,26.6934,0.1733,26.8997,28.5976,0.73,0.253,19.0,6.986,not_spike
29.6542,1.0716,29.7048,0.8757,28.7413,0.4333,27.7996,0.3395,28.8839,1.0839,28.052,0.5619,27.8096,0.3232,28.0874,30.5102,0.71,0.241,12.0,5.4,not_spike
99.0,28.9095,28.8081,0.5618,28.923,0.589,27.5736,0.31,26.9236,0.3035,-99.0,0.0,28.1083,0.4383,27.3463,28.1523,0.57,0.194,9.0,4.51,not_spike
29.7369,1.0756,30.1996,1.1096,28.7526,0.4211,27.94,0.3487,27.6515,0.4434,28.104,0.5409,27.9963,0.3426,28.3365,30.2954,0.14,0.349,12.0,5.298,not_spike
28.9303,0.9444,28.8972,0.6854,29.3695,0.9131,26.5676,0.1714,26.5979,0.2913,26.3594,0.2052,25.9431,0.0959,26.0482,28.5298,0.97,0.193,29.0,7.316,not_spike
99.0,29.0173,99.0,29.4773,29.557,0.7987,27.6119,0.3057,27.3634,0.4131,28.4353,0.7538,28.6804,0.6508,28.0386,28.1994,0.01,0.462,10.0,6.37,not_spike
99.0,29.5415,32.1078,2.292,31.7592,1.9583,28.991,0.6086,28.6832,0.7476,32.9727,4.0983,28.9735,0.5768,29.1743,31.0158,0.5,0.19,3.0,6.151,not_spike
30.0848,1.0749,99.0,29.9071,29.1363,0.4252,29.0356,0.6325,28.0599,0.4816,28.7403,0.6874,28.218,0.3224,28.6786,29.371,0.51,0.17,6.0,5.117,not_spike
99.0,29.0687,99.0,29.5374,28.5598,0.373,27.9022,0.3534,26.9292,0.2743,27.6845,0.4142,27.4106,0.2279,27.2972,28.2827,0.71,0.185,11.0,5.161,not_spike
29.2623,0.9084,99.0,29.3315,99.0,29.3675,28.1839,0.5078,27.9199,0.655,27.6671,0.4718,26.9585,0.1838,27.1799,28.7941,0.72,0.221,14.0,7.419,not_spike
99.0,27.8804,27.3282,0.3836,26.5947,0.2039,25.4578,0.1289,25.345,0.1968,25.3008,0.1607,25.3517,0.1102,25.458,29.0004,0.09,0.706,113.0,5.76,not_spike
99.0,29.5898,99.0,29.9787,29.201,0.4328,29.0471,0.6033,28.3475,0.5783,29.6839,1.1719,28.9789,0.5437,29.234,30.6155,0.35,0.244,5.0,4.91,not_spike
99.0,28.7978,99.0,29.1658,29.0522,0.6963,27.5606,0.6199,27.1829,0.65,27.0678,0.5341,27.4393,0.4764,27.7842,29.8405,0.0,0.693,23.0,5.938,not_spike
99.0,28.7323,99.0,29.1015,27.7964,0.2866,27.2432,0.535,26.8877,0.7125,26.7011,0.5048,27.1337,0.5098,27.061,29.7964,0.0,0.508,36.0,5.621,not_spike
28.0947,0.326,99.0,29.6317,99.0,29.6322,27.8041,0.3282,27.5603,0.4319,27.5998,0.3833,27.5365,0.247,27.8567,29.0183,0.71,0.221,15.0,6.77,not_spike
29.3864,0.8833,99.0,29.549,33.3216,3.7878,29.0486,0.792,29.3837,1.3986,28.9859,0.9899,28.2335,0.4337,28.3045,30.2671,0.66,0.38,8.0,6.33,not_spike
99.0,28.5477,30.2686,1.6195,28.1202,0.4245,27.1247,0.3098,99.0,27.7164,27.2011,0.455,27.6719,0.4453,27.1765,29.6073,0.0,0.817,28.0,5.82,not_spike
28.1648,0.8021,27.501,0.3701,24.6317,0.031,23.7934,0.0273,23.5875,0.0389,23.6124,0.0333,23.6064,0.0223,23.6278,27.1835,0.99,0.208,107.0,5.575,not_spike
30.6062,2.0072,99.0,29.1608,27.8646,0.2839,27.8665,0.451,26.794,0.3145,28.0618,0.7172,27.8684,0.4286,27.2385,27.9784,0.0,0.487,20.0,5.365,not_spike
99.0,27.8955,27.3852,0.3958,27.4391,0.4041,25.4085,0.1259,24.9044,0.1393,25.1574,0.1469,24.9572,0.0807,25.0444,27.7389,0.0,0.499,116.0,6.495,not_spike
99.0,28.7708,28.2072,0.3894,29.3197,0.8528,27.284,0.3008,27.1431,0.4328,27.7074,0.5632,27.9125,0.4561,27.7015,28.5238,0.08,0.547,9.0,6.048,not_spike
28.6942,0.6841,99.0,29.186,31.5204,2.454,27.2326,0.2717,26.6093,0.2796,26.3995,0.1965,26.7339,0.1735,26.6396,28.1557,0.86,0.215,21.0,7.333,not_spike
99.0,28.0483,28.5775,0.818,26.4511,0.1606,25.9342,0.182,25.7271,0.2538,26.1696,0.3104,25.9684,0.1754,25.8466,29.1147,0.0,0.575,91.0,5.614,not_spike
99.0,29.2048,99.0,29.5608,29.4827,0.7194,28.2082,0.4349,29.1431,1.2413,28.5984,0.7683,28.0898,0.3908,28.5976,30.2884,0.04,0.421,10.0,5.616,not_spike
99.0,28.5502,28.5924,0.6133,27.5229,0.271,26.5211,0.1978,26.6638,0.3688,26.6471,0.3094,26.9933,0.2744,26.4201,29.5799,0.94,0.254,34.0,6.04,not_spike
30.3101,2.2247,28.9173,0.9193,26.7352,0.1803,26.0737,0.1696,26.8761,0.5301,26.075,0.241,26.0374,0.1567,26.2206,28.0598,0.0,0.701,63.0,5.245,not_spike
99.0,29.5588,30.4998,1.0786,99.0,29.9315,28.4568,0.4211,29.4311,1.1807,28.9159,0.7815,29.2011,0.6551,29.0789,30.5755,0.57,0.28,6.0,6.298,not_spike
99.0,29.5798,99.0,29.9273,29.6024,0.5923,28.8453,0.5282,28.2006,0.524,30.2601,1.5936,29.0145,0.5692,28.803,30.3245,0.14,0.248,8.0,5.586,not_spike
28.0106,0.4,99.0,29.251,28.131,0.3349,28.2661,0.5728,26.9454,0.3399,27.0052,0.3046,27.7321,0.3631,27.1289,29.9356,0.82,0.209,18.0,5.836,not_spike
